id,x,y,z,qx,qy,qz,qw
1460,-113.233,203.315,-7.18076,-0.024961,0.0020252,0.490206,0.871247
1461,-110.901,206.99,-7.30926,-0.0243275,0.00159217,0.491592,0.870484
1462,-108.576,210.65,-7.4227,-0.0272132,0.00357003,0.48895,0.87188
1463,-106.418,214.034,-7.53799,-0.0310669,-0.000596453,0.489909,0.871219
1464,-104.015,217.786,-7.62868,-0.0241801,-0.00231224,0.492892,0.869751
1465,-101.828,221.308,-7.6865,-0.0230903,-0.00391799,0.496991,0.867439
1466,-99.5922,224.994,-7.73782,-0.0248562,-0.00147839,0.499241,0.866105
1467,-97.4323,228.407,-7.81003,-0.0239879,-0.00397925,0.474331,0.88001
1468,-94.8023,231.791,-7.88019,-0.0317047,0.00284227,0.400306,0.915828
1469,-91.5255,234.322,-7.96562,-0.0355666,0.00120102,0.222731,0.97423
1470,-87.6361,235.226,-7.97442,-0.0372953,-0.00702848,0.00726144,0.999253
1471,-83.3539,234.461,-7.85206,-0.0298074,-0.0119937,-0.151008,0.98801
1472,-79.632,232.858,-7.71904,-0.0211436,-0.00385892,-0.219803,0.975307
1473,-76.044,230.921,-7.63239,-0.0219156,-0.00413058,-0.245695,0.969091
1474,-72.3939,228.785,-7.53931,-0.0266151,-0.00624105,-0.259032,0.965482
1475,-68.999,226.703,-7.42221,-0.026387,-0.00563697,-0.262519,0.96455
1476,-65.5761,224.563,-7.30471,-0.0277652,-0.006513,-0.269639,0.962539
1477,-62.1279,222.338,-7.17684,-0.0285623,-0.00968498,-0.272275,0.961747
1478,-58.7476,220.133,-7.01411,-0.0238717,-0.0134235,-0.272089,0.961882
1479,-55.3511,217.954,-6.83995,-0.0243296,-0.0127961,-0.271128,0.962151
1480,-51.9309,215.756,-6.69501,-0.0201514,-0.00289956,-0.270701,0.962448
1481,-48.2272,213.386,-6.60984,-0.018309,-0.00141441,-0.269606,0.962796
1482,-44.6017,211.076,-6.53084,-0.0218437,0.000572639,-0.274301,0.961396
1483,-41.1746,208.829,-6.4482,-0.0238429,-0.00146985,-0.278703,0.96008
1484,-37.7452,206.536,-6.35399,-0.0253884,-0.00582414,-0.286919,0.957601
1485,-34.4655,204.199,-6.20718,-0.0233908,-0.0122962,-0.304153,0.952257
1486,-31.1546,201.602,-6.01373,-0.0198273,0.00123593,-0.337915,0.940967
1487,-28.2561,198.789,-5.96337,-0.01876,0.0034404,-0.41914,0.907721
1488,-26.1679,195.341,-5.88078,-0.0230822,-0.00358905,-0.571429,0.820319
1489,-25.7063,191.197,-5.71757,-0.0163464,-0.0105651,-0.753963,0.656628
1490,-27.0088,187.423,-5.55933,-0.00562937,-0.00830181,-0.848616,0.528914
1491,-29.0725,183.916,-5.49301,0.00276198,0.00795046,0.870137,-0.492738
1492,-31.2422,180.533,-5.44004,0.00243024,0.00602076,0.875401,-0.483355
1493,-33.5479,177.112,-5.37716,0.00206502,0.00827437,0.878058,-0.478479
1494,-35.9261,173.609,-5.31992,0.0029129,0.00556743,0.879635,-0.475606
1495,-38.1951,170.317,-5.25726,0.0118543,0.00927114,0.880086,-0.474576
1496,-40.4823,166.945,-5.13742,0.00957367,0.00756076,0.87648,-0.481284
1497,-42.8879,163.269,-5.01087,0.00863141,0.00926468,0.871783,-0.489729
1498,-45.027,159.869,-4.88933,0.00971137,0.00720627,0.871802,-0.48971
1499,-47.3783,156.483,-4.77068,0.00125593,0.00175204,0.902386,-0.430924
1500,-50.3848,153.773,-4.75457,-0.00129528,-0.00114664,0.961281,-0.275563
1501,-54.2842,152.289,-4.77327,-0.00376736,-0.000670516,0.995487,-0.0948183
1502,-58.4201,152.302,-4.79753,0.000414705,0.00219616,0.996903,0.0786077
1503,-62.6027,153.658,-4.8194,-0.0187624,0.0111766,0.979716,0.199201
1504,-66.3994,155.71,-4.99658,-0.0141265,0.00540214,0.96495,0.261997
1505,-69.9329,157.956,-5.11687,-0.00986296,0.00336319,0.962241,0.272001
1506,-73.6736,160.381,-5.20367,-0.0108137,0.0055425,0.961861,0.273268
1507,-77.3986,162.812,-5.29605,-0.00976017,0.00536525,0.96151,0.274544
1508,-81.0725,165.215,-5.37444,-0.00940453,0.00590532,0.961338,0.275147
1509,-84.7924,167.651,-5.45273,-0.0205858,0.00725988,0.960471,0.277523
1510,-88.3999,170.041,-5.6432,-0.0234566,0.00826972,0.960517,0.277109
1511,-91.7201,172.217,-5.82887,-0.0185841,0.00469756,0.961004,0.275872
1512,-95.093,174.404,-5.96657,-0.0183395,0.00268854,0.961488,0.274223
1513,-98.855,176.812,-6.10912,-0.0182344,0.000900587,0.962478,0.270746
1514,-102.468,179.112,-6.23036,-0.0169533,0.000174861,0.963583,0.26687
1515,-105.893,181.289,-6.33755,-0.0115663,0.00815796,0.964566,0.263461
1516,-109.603,183.572,-6.43347,-0.0131343,0.00743095,0.961764,0.273461
1517,-113.028,186.098,-6.52249,-0.0270437,0.00999543,0.93381,0.356606
1518,-115.538,189.259,-6.7383,-0.0253761,-0.000238165,0.852209,0.522587
1519,-116.546,193.244,-6.881,-0.0229695,-0.00238442,0.719818,0.693778
1520,-115.73,197.404,-6.96723,-0.025,0.00161679,0.568612,0.822224
1521,-113.981,201.115,-7.07778,-0.0256736,0.00679765,0.554663,0.831651
1522,-112.709,205.275,-7.25026,-0.0213533,0.0108774,0.694601,0.718997
1523,-113.657,209.45,-7.43645,-0.0149226,0.0133181,0.871114,0.490672
1524,-116.405,212.532,-7.65463,-0.0314183,0.0217658,0.944426,0.326494
1525,-119.634,214.919,-7.91356,-0.0282293,0.0260559,0.956679,0.288599
1526,-122.944,217.202,-8.16543,-0.0287179,0.0236902,0.95936,0.279719
1527,-126.399,219.407,-8.4445,-0.0245538,0.0258537,0.971355,0.234943
1528,-130.324,220.827,-8.71899,-0.0180721,0.0332934,0.997524,0.0592495
1529,-134.666,220.678,-8.83658,0.00375085,0.030705,0.992063,-0.121879
1530,-138.935,218.947,-8.8065,-0.000168989,0.0373733,0.959493,-0.279241
1531,-142.35,216.302,-8.7433,-0.00404336,0.040677,0.923616,-0.381134
1532,-145.157,213.197,-8.66367,0.000177356,0.0396544,0.896243,-0.441787
1533,-147.891,209.546,-8.5387,0.00160482,0.0366573,0.882728,-0.468449
1534,-150.693,205.417,-8.37715,0.00267833,0.031599,0.877498,-0.478531
1535,-152.985,202.014,-8.26329,0.00385437,0.0310278,0.877388,-0.478763
1536,-155.396,198.453,-8.13476,0.00255366,0.0319396,0.876862,-0.479674
1537,-157.918,194.7,-8.01079,0.00162835,0.0317789,0.87622,-0.48086
1538,-160.509,190.82,-7.88675,0.000796554,0.0302425,0.875178,-0.482855
1539,-163.332,186.562,-7.77029,0.000968235,0.0320106,0.874434,-0.484086
1540,-166.102,182.362,-7.63412,-0.0012364,0.032304,0.873742,-0.485314
1541,-168.925,178.033,-7.50873,-0.000740977,0.0299375,0.873442,-0.486006
1542,-171.817,173.614,-7.37741,-0.00612185,0.0277834,0.873009,-0.486874
1543,-174.564,169.37,-7.27288,-0.00718144,0.0282677,0.872922,-0.486988
1544,-177.278,165.162,-7.17231,-0.00576101,0.0265128,0.872702,-0.487499
1545,-180.029,160.876,-7.07744,-0.00445076,0.0255587,0.872022,-0.488779
1546,-182.601,156.864,-6.96674,-0.00287699,0.0266051,0.869904,-0.492495
1547,-185.103,152.904,-6.87211,-0.00558741,0.0271076,0.867518,-0.496635
1548,-187.536,148.933,-6.77599,0.00961605,-0.0297071,-0.864261,0.502073
1549,-189.866,145.004,-6.69255,0.00767769,-0.0296592,-0.860977,0.507722
1550,-192.136,141.04,-6.59479,0.0107695,-0.0315539,-0.855361,0.516958
1551,-194.212,137.142,-6.53535,0.00524086,-0.0288705,-0.849025,0.527535
1552,-196.31,133.002,-6.42128,0.0042301,-0.0321415,-0.841413,0.539419
1553,-198.112,129.161,-6.30655,0.0131645,-0.0270672,-0.833058,0.552366
1554,-199.882,125.062,-6.26455,0.0107223,-0.0305806,-0.824715,0.56462
1555,-201.491,120.997,-6.17846,0.0104474,-0.0323575,-0.816081,0.576937
1556,-203.031,116.763,-6.07432,0.0107347,-0.0328684,-0.807358,0.589048
1557,-204.417,112.546,-5.96909,0.00892869,-0.0344807,-0.798479,0.60097
1558,-205.657,108.343,-5.8372,0.0115016,-0.0320588,-0.789903,0.612286
1559,-206.769,104.2,-5.73504,0.00914802,-0.0339028,-0.781367,0.623083
1560,-207.777,100.037,-5.60927,0.0120238,-0.0336807,-0.772978,0.633424
1561,-208.634,95.9439,-5.50201,0.0118093,-0.0318102,-0.764527,0.643698
1562,-209.4,91.7957,-5.39169,0.0105382,-0.0307162,-0.756081,0.653672
1563,-210.065,87.5887,-5.27524,0.00985797,-0.0316736,-0.747057,0.663932
1564,-210.606,83.4953,-5.15079,0.0115713,-0.0325972,-0.737991,0.673924
1565,-211.03,79.4211,-5.02813,0.0144433,-0.0333288,-0.728606,0.683968
1566,-211.333,75.4296,-4.92289,0.0156195,-0.0336615,-0.718793,0.694233
1567,-211.521,71.3989,-4.81387,0.014131,-0.0347792,-0.708006,0.705208
1568,-211.56,66.434,-4.6575,0.010906,-0.0321392,-0.693566,0.719593
1569,-211.401,61.3938,-4.48961,0.010805,-0.0336104,-0.680658,0.73175
1570,-211.102,56.706,-4.30756,0.0107479,-0.0311091,-0.670252,0.741403
1571,-210.694,52.0465,-4.13595,0.0125145,-0.0296795,-0.661525,0.749231
1572,-210.195,47.5892,-3.98492,0.012329,-0.0297366,-0.650913,0.758469
1573,-209.578,43.2759,-3.8231,0.0185407,-0.0236021,-0.638199,0.769286
1574,-208.701,38.6389,-3.72958,0.00386818,-0.0269919,-0.624523,0.78053
1575,-207.749,34.2759,-3.52177,0.0104766,-0.0232357,-0.610046,0.791957
1576,-206.741,30.2638,-3.38734,0.0117773,-0.0258298,-0.597303,0.801512
1577,-205.524,26.0202,-3.23322,0.0111829,-0.0215347,-0.58883,0.807893
1578,-204.335,22.1163,-3.11143,0.00909491,-0.0191375,-0.580958,0.813658
1579,-203.043,18.2334,-3.00502,-0.00125294,-0.0276945,-0.57154,0.820106
1580,-201.54,14.1527,-2.83013,0.0012963,-0.0251295,-0.537997,0.842571
1581,-199.474,10.4567,-2.64891,-0.00440481,-0.0248481,-0.442034,0.896643
1582,-196.504,7.32922,-2.45369,-0.0102691,-0.0215318,-0.32426,0.945667
1583,-192.987,5.13686,-2.29264,-0.0105665,-0.0239799,-0.204266,0.978565
1584,-188.75,3.8354,-2.08458,-0.00613121,-0.0119533,-0.0725077,0.997277
1585,-184.608,3.6282,-1.99571,-0.00557689,-0.00720583,0.0428698,0.999039
1586,-180.248,4.35228,-1.92511,-0.00431755,0.00753806,0.139468,0.990188
1587,-175.836,5.86474,-1.95259,-0.00301804,-0.00522012,0.193745,0.981033
1588,-171.89,7.40785,-1.92456,0.0010095,-0.00459693,0.19934,0.979919
1589,-167.972,8.97387,-1.86778,-0.0010075,-0.00354492,0.199192,0.979954
1590,-163.995,10.5532,-1.82872,-0.000471316,-0.00625048,0.199657,0.979846
1591,-159.9,12.1913,-1.76971,-0.000657559,-0.00623184,0.201276,0.979514
1592,-155.686,13.8913,-1.7045,0.00137193,-0.00397922,0.203864,0.97899
1593,-151.953,15.4344,-1.65572,0.00250897,-0.00317296,0.207557,0.978215
1594,-147.858,17.171,-1.62497,-0.000363958,-0.00398287,0.211206,0.977433
1595,-143.368,19.1124,-1.58454,-0.00046788,-0.00444157,0.212798,0.977086
1596,-138.823,21.0923,-1.52769,-0.00338358,-0.00232552,0.213233,0.976993
1597,-135.11,22.6805,-1.49726,-0.00292991,-0.00276896,0.212924,0.97706
1598,-130.514,24.6585,-1.45894,-0.00233202,-0.00106108,0.21311,0.977025
1599,-125.937,26.6225,-1.43198,-0.00252695,-0.00170352,0.212533,0.977149
1600,-121.222,28.6346,-1.39355,0.00082087,-0.000669979,0.211139,0.977455
1601,-116.688,30.5485,-1.36127,-0.000344694,-0.0024716,0.209817,0.977738
1602,-112.121,32.4633,-1.31666,-0.00076476,-0.00189231,0.208768,0.977963
1603,-107.598,34.3658,-1.28395,0.000206349,-0.00182267,0.20747,0.97824
1604,-103.04,36.2298,-1.23168,0.00516096,-0.00658245,0.202108,0.979327
1605,-98.5371,38.0322,-1.15528,-0.000633101,-0.00800649,0.195408,0.980689
1606,-94.1777,39.6946,-1.04984,-0.00279885,-0.00720632,0.189789,0.981795
1607,-89.6206,41.3702,-0.957816,-0.000986188,-0.00794348,0.184879,0.982729
1608,-85.3899,42.8949,-0.867935,-0.0050436,-0.00930512,0.179489,0.983703
1609,-80.9427,44.3888,-0.786204,0.00218906,-0.00820622,0.170306,0.985355
1610,-76.7125,45.7227,-0.685594,0.00154558,-0.00829196,0.157179,0.987534
1611,-72.5517,46.917,-0.585792,-0.000695027,-0.00757525,0.144274,0.989509
1612,-68.3149,48.0276,-0.50033,-0.00138712,-0.00735098,0.132313,0.99118
1613,-64.0981,48.9967,-0.43423,-0.00132801,-0.00901129,0.116423,0.993158
1614,-59.8687,49.8292,-0.351942,-0.00218504,-0.00806735,0.100729,0.994879
1615,-55.643,50.5317,-0.271403,-0.00373378,-0.00749818,0.0835961,0.996465
1616,-51.3289,51.0992,-0.191082,-0.00421775,-0.00875582,0.069881,0.997508
1617,-46.9997,51.5265,-0.107265,-0.00289709,-0.00787768,0.0514809,0.998639
1618,-42.6848,51.7917,-0.0410054,-0.00233931,-0.0070498,0.0315427,0.999475
1619,-38.31,51.8759,0.0351873,0.000522472,-0.00766888,0.0136368,0.999877
1620,-33.9721,51.8124,0.112634,0.00153836,-0.00846235,-0.00327619,0.999958
1621,-29.5849,51.6226,0.187877,0.00115838,-0.00476161,-0.0179339,0.999827
1622,-25.1381,51.3239,0.240443,-0.00395977,-0.00413302,-0.0292413,0.999556
1623,-20.7473,50.9155,0.282859,-0.00721392,0.000521681,-0.0401641,0.999167
1624,-16.3553,50.4358,0.281441,-0.00616086,0.00319005,-0.0461634,0.99891
1625,-11.8754,49.86,0.258981,-0.00135494,-0.000475591,-0.0541298,0.998533
1626,-7.5385,49.2188,0.256621,-0.000272975,0.00515253,-0.0680695,0.997667
1627,-3.11405,48.4179,0.225749,0.00172876,0.00776265,-0.0856661,0.996292
1628,1.22193,47.514,0.183867,0.0021578,0.00500339,-0.0984682,0.995125
1629,5.55212,46.4709,0.149666,0.00298509,0.00839808,-0.116061,0.993202
1630,9.96254,45.2195,0.0860782,0.00326578,0.00928251,-0.137828,0.990407
1631,13.9672,43.8526,0.0310333,0.00333009,0.00928226,-0.166156,0.98605
1632,17.9937,42.2332,-0.031177,0.000694517,0.00828669,-0.190505,0.981651
1633,21.9088,40.4903,-0.0936582,0.00160294,0.00881109,-0.202292,0.979284
1634,25.8474,38.6481,-0.154733,0.0040497,0.0111043,-0.208813,0.977884
1635,29.6383,36.8321,-0.234854,0.00535172,0.00944025,-0.212882,0.977018
1636,33.3909,35.0243,-0.294284,0.00160148,0.0144403,-0.217457,0.975962
1637,37.5969,32.8984,-0.394996,0.00378714,0.0140239,-0.22221,0.974891
1638,41.3214,30.9729,-0.488344,0.00717508,0.0154303,-0.227421,0.973648
1639,44.8675,29.064,-0.587772,0.00503612,0.0161517,-0.250501,0.967969
1640,48.3475,26.5827,-0.707328,0.00354457,0.0179325,-0.366349,0.930298
1641,50.762,22.9948,-0.86174,-0.0227252,0.0151432,-0.57619,0.816859
1642,51.1354,18.5578,-0.809543,-0.0150296,0.0119634,-0.737897,0.67464
1643,50.2702,14.6293,-0.772281,-0.0131134,0.0116726,-0.798702,0.601472
1644,48.829,10.7676,-0.730948,-0.0163763,0.0152928,-0.837315,0.546259
1645,46.7942,7.33151,-0.6659,0.0113539,-0.0142451,0.890641,-0.454344
1646,43.8378,4.44033,-0.608607,0.0129331,-0.0122981,0.951517,-0.307079
1647,39.9303,2.52662,-0.499971,0.0132413,-0.00553974,0.985327,-0.170069
1648,35.6585,1.59761,-0.379781,0.00829812,-0.000922645,0.996751,-0.080116
1649,31.3345,1.07656,-0.291716,0.011889,0.000836027,0.997973,-0.0625248
1650,27.1171,0.636048,-0.185643,0.00804828,-0.00155697,0.998203,-0.0593505
1651,23.0583,0.238433,-0.10139,0.000559099,0.00300543,0.997988,-0.0633375
1652,18.9936,-0.257725,-0.0818209,-0.000514795,-0.00486645,0.997724,-0.067253
1653,14.8575,-0.581091,-0.0381778,-0.0072524,0.000510746,0.999903,0.0118481
1654,10.9651,0.463249,-0.0747393,0.00406279,-0.00340237,0.9642,0.265125
1655,8.06559,3.59592,-0.0499039,-0.00144173,0.00288179,0.862399,0.506219
1656,6.76425,7.36877,-0.0726498,-0.00496515,0.000155559,0.777112,0.629343
1657,6.38479,11.455,-0.103794,-0.00173236,0.00205088,0.716682,0.697395
1658,6.51076,15.6581,-0.0885485,-0.00235316,0.00575425,0.698458,0.715625
1659,6.67522,19.8972,-0.117941,0.00189629,0.00964362,0.694562,0.719366
1660,7.00756,24.1068,-0.15978,0.00385239,0.0136427,0.724807,0.688806
