id,x,y,z,qx,qy,qz,qw
0,-4.13021e-09,2.24817e-08,1.41983e-10,-1.20673e-07,1.12503e-07,-2.93263e-06,1
1,4.15448,-0.0665509,0.000388744,-0.0107794,0.00867341,-0.00191245,0.999902
2,8.3125,-0.179545,-0.0164214,-0.00820453,0.00814544,0.00146849,0.999932
3,12.6001,-0.187383,-0.0964056,-0.0102868,-0.00754994,0.0174029,0.999767
4,16.787,-0.110243,-0.0728771,-0.00249748,0.00268521,0.0264091,0.999644
5,20.9349,0.0216197,-0.0974682,-0.00896986,0.00307146,0.023542,0.999678
6,25.4523,0.10274,-0.14361,-0.00502421,0.010858,0.0186156,0.999755
7,29.5253,0.138692,-0.217019,-0.00703838,0.0156439,0.0175464,0.999699
8,34.0056,0.252659,-0.324515,-0.00489233,0.0143604,0.0407965,0.999052
9,38.293,0.777134,-0.424774,0.00398513,0.0178456,0.126935,0.991742
10,42.1826,2.28085,-0.561896,0.0052887,0.0136116,0.261,0.965228
11,45.6448,4.85457,-0.637458,0.00877292,0.0162327,0.393183,0.919275
12,48.1355,8.1027,-0.681984,0.00795793,0.0173827,0.504485,0.863209
13,50.0463,11.9793,-0.734659,0.00528674,0.0144714,0.554228,0.832222
14,51.5786,15.7177,-0.780918,0.00142041,0.0105142,0.575252,0.817907
15,52.8222,19.5595,-0.823895,-0.00459955,0.0115372,0.670759,0.741572
16,52.3646,23.8657,-0.834817,0.0171561,-0.00569049,0.830574,0.556615
17,50.2986,27.3004,-0.721276,0.0140356,0.00307264,0.91438,0.404601
18,47.2089,30.1696,-0.644409,0.0138916,0.0142889,0.953352,0.301205
19,43.5936,32.5742,-0.572744,0.0169283,0.0161352,0.964362,0.263549
20,39.9542,34.7807,-0.488149,0.0128875,0.0176771,0.96799,0.250035
21,35.9287,37.0576,-0.42208,0.0199684,0.0182448,0.970545,0.239396
22,32.3626,38.9833,-0.314791,0.0131419,0.0169829,0.972768,0.230781
23,28.5614,40.9124,-0.236366,0.0124637,0.0136562,0.97615,0.21631
24,24.4008,42.8758,-0.158134,0.0105297,0.0153332,0.980205,0.19711
25,20.3249,44.6356,-0.0920536,0.0119292,0.0192613,0.983187,0.181189
26,15.9024,46.3657,-0.0185809,0.0108973,0.0194158,0.985693,0.167075
27,11.3321,48.0091,0.037401,0.00937201,0.0192996,0.988148,0.151996
28,7.43123,49.2761,0.0837806,0.00872557,0.0195486,0.990375,0.136741
29,2.60931,50.6313,0.150669,0.00482497,0.0164002,0.992921,0.117533
30,-2.19188,51.8093,0.189941,0.00334325,0.0175153,0.994787,0.100404
31,-6.82895,52.7969,0.230667,0.00100822,0.01672,0.995978,0.0880275
32,-11.638,53.7088,0.252531,-0.000349381,0.0159006,0.996892,0.0771573
33,-16.2673,54.4719,0.255982,-0.00294549,0.0176428,0.997937,0.0616667
34,-20.7933,55.0769,0.240593,-0.00599104,0.0167213,0.998727,0.0472149
35,-25.2772,55.5582,0.208711,-0.00924844,0.0192681,0.999214,0.0333594
36,-29.5553,55.8913,0.147309,-0.00832167,0.0236813,0.99952,0.0181691
37,-33.7966,56.0771,0.110563,-0.0135112,0.0217431,0.999672,0.00108484
38,-38.5064,56.0915,0.0123934,-0.0140488,0.0210943,0.999491,-0.0193775
39,-42.7409,55.9447,-0.0702008,-0.0135449,0.0165294,0.999035,-0.038359
40,-47.1884,55.6383,-0.112708,-0.0214416,0.0240949,0.997716,-0.0593512
41,-51.3108,55.1672,-0.228718,-0.0173518,0.016437,0.99746,-0.067103
42,-55.3904,54.7266,-0.314823,-0.013944,0.018086,0.998819,-0.0428921
43,-59.5138,55.0106,-0.440704,-0.0191252,0.0146374,0.99248,0.120011
44,-63.072,56.8393,-0.620329,0.0102671,-0.0145655,0.923344,0.38356
45,-65.4761,60.3436,-0.59191,-0.0335502,-0.0021772,0.859154,0.510613
46,-67.2518,64.1994,-0.8144,-0.0317226,-0.00551856,0.833805,0.551119
47,-68.7461,68.3545,-1.00673,-0.0443719,-0.00356943,0.806574,0.589453
48,-69.6609,72.3124,-1.25887,-0.0174777,-0.00844296,0.774083,0.632786
49,-70.2151,76.5035,-1.27813,0.00472834,-0.0251703,0.73302,0.679724
50,-70.1373,80.5934,-1.09857,-0.0116423,-0.0108796,0.678296,0.734616
51,-69.4242,84.8145,-1.12901,-0.0284067,0.0104763,0.619952,0.784056
52,-67.7938,88.906,-1.3388,-0.0345947,0.00951571,0.509169,0.859919
53,-65.3454,92.1485,-1.51456,-0.0297054,0.00646936,0.421262,0.906429
54,-62.4396,95.279,-1.65997,-0.0282593,0.00608639,0.408945,0.912101
55,-59.4797,98.565,-1.80811,-0.0288898,0.00887425,0.422099,0.906046
56,-56.6405,101.93,-1.97795,-0.0323663,0.0131842,0.435393,0.899562
57,-53.7418,105.474,-2.19182,-0.0316358,0.00809905,0.441484,0.896674
58,-50.8372,109.105,-2.37406,-0.031862,0.00973641,0.446541,0.894143
59,-47.9285,112.878,-2.5751,-0.0351168,0.0131932,0.451505,0.89148
60,-45.5296,116.054,-2.76628,-0.036175,0.0117594,0.458813,0.887718
61,-42.8091,119.793,-3.01075,-0.0364879,0.0127191,0.466379,0.883741
62,-40.1757,123.552,-3.23079,-0.0375817,0.0062477,0.469845,0.881926
63,-37.6108,127.204,-3.39614,-0.040792,-0.00110964,0.467359,0.883125
64,-35.0978,130.737,-3.53344,-0.0405997,-0.000578652,0.466347,0.88367
65,-32.4664,134.434,-3.66812,-0.038456,-0.00241289,0.471037,0.881272
66,-29.7837,138.319,-3.7982,-0.0373007,-0.00314496,0.477988,0.877568
67,-27.2232,142.149,-3.92259,-0.0353773,-0.00184431,0.485441,0.873551
68,-24.7485,146.009,-4.03241,-0.036613,0.000826712,0.489724,0.871108
69,-22.5105,149.412,-4.14028,-0.0353848,0.000364022,0.481201,0.875896
70,-20.1787,152.997,-4.24106,-0.0332579,-0.000652515,0.495187,0.86815
71,-18.0067,156.853,-4.34861,-0.0359955,0.00149896,0.538926,0.841582
72,-16.5065,160.953,-4.51565,-0.0342563,0.00546589,0.645597,0.76289
73,-16.4914,165.047,-4.73229,-0.0315721,0.00765363,0.787364,0.615631
74,-18.2298,168.974,-4.99807,-0.00863767,0.0116699,0.895254,0.44532
75,-21.2045,172.014,-5.04462,0.000701006,0.00628166,0.952536,0.30436
76,-24.6289,174.191,-5.08884,-0.0278356,0.016041,0.959757,0.278988
77,-27.7576,176.879,-5.3046,-0.0166325,0.00352207,0.883266,0.468565
78,-28.892,181.008,-5.42373,-0.0155747,-0.000622784,0.679673,0.73335
79,-27.4296,184.952,-5.48765,-0.0173253,0.00515379,0.495633,0.868344
80,-25.0078,188.381,-5.60352,-0.0212979,0.0100195,0.458104,0.888587
81,-22.6197,191.584,-5.74744,-0.0211821,0.00903549,0.460038,0.887601
82,-20.1656,194.956,-5.88386,-0.0224397,0.0103101,0.467329,0.883738
83,-17.7681,198.41,-6.03152,-0.0244721,0.00986131,0.480743,0.876464
84,-15.5576,201.872,-6.16757,-0.019418,0.00618298,0.520696,0.853499
85,-14.0444,205.94,-6.29816,-0.0139173,0.00872599,0.658588,0.752325
86,-14.2294,210.087,-6.41801,-0.00772281,0.0116068,0.808114,0.588859
87,-16.293,213.795,-6.52103,-0.000323092,0.0151459,0.918338,0.395508
88,-19.5265,216.409,-6.54041,-0.0140058,0.0152781,0.961925,0.272526
89,-22.9535,218.474,-6.68666,-0.0193413,0.0122421,0.966014,0.257473
90,-26.5562,220.771,-6.85029,-0.0105272,0.00668073,0.957839,0.287034
91,-30.121,223.376,-6.96908,-0.0132592,0.0055602,0.950654,0.309919
92,-33.2993,225.846,-7.07507,-0.0104465,0.00783652,0.949996,0.311988
93,-36.6141,228.397,-7.17076,-0.00923943,0.0135416,0.95182,0.30622
94,-40.0011,230.907,-7.25834,-0.00539437,0.0156174,0.954666,0.297221
95,-43.5948,233.429,-7.3515,-0.0205854,0.0183822,0.957604,0.286765
96,-47.2656,235.901,-7.55898,-0.0172737,0.0131938,0.959297,0.28156
97,-50.9246,238.339,-7.71647,-0.0156118,0.00937593,0.959953,0.279571
98,-54.4651,240.691,-7.85463,-0.0165742,0.0122169,0.960098,0.278905
99,-58.0529,243.057,-8.00913,-0.0186301,0.0114034,0.960597,0.277086
100,-61.7502,245.495,-8.1656,-0.0165893,0.013277,0.960843,0.276276
101,-65.106,247.681,-8.30176,-0.00758179,0.0168247,0.964492,0.263468
102,-68.8011,249.847,-8.38623,-0.010756,0.0249208,0.975492,0.218356
103,-72.8954,251.381,-8.5361,-0.0191954,0.0287172,0.994777,0.0960441
104,-77.0426,251.68,-8.67982,-0.0125052,0.0338529,0.997635,-0.0584979
105,-81.1044,250.624,-8.71147,-0.00967231,0.0305883,0.972518,-0.23061
106,-84.4597,248.298,-8.65135,0.000406363,0.02546,0.914837,-0.403021
107,-86.742,244.825,-8.51398,-0.015338,-0.0253395,-0.794984,0.605908
108,-86.9213,240.631,-8.28908,-0.0188342,-0.0283804,-0.603616,0.796547
109,-85.0346,236.98,-8.02752,-0.0221361,-0.0213781,-0.411957,0.910684
110,-81.9113,234.087,-7.7981,-0.0220612,-0.0112406,-0.313581,0.949239
111,-78.3748,231.587,-7.66108,-0.0205974,-0.00444038,-0.27802,0.960344
112,-74.7551,229.269,-7.56038,-0.0264211,-0.0049007,-0.269201,0.962709
113,-70.8538,226.809,-7.43574,-0.0266935,-0.0065549,-0.269605,0.962579
114,-67.4342,224.632,-7.31485,-0.028998,-0.00580464,-0.268325,0.962874
115,-63.9535,222.431,-7.18429,-0.0284926,-0.00655666,-0.26742,0.963136
116,-60.3578,220.128,-7.04697,-0.0248099,-0.0138207,-0.269472,0.962589
117,-56.9086,217.925,-6.8776,-0.0240165,-0.0152146,-0.271684,0.961967
118,-53.3717,215.64,-6.67709,-0.020926,0.000264271,-0.276747,0.960715
119,-50.0433,213.396,-6.60329,-0.0193948,-0.000892044,-0.280944,0.959528
120,-46.2751,210.854,-6.52276,-0.0215549,-0.00149999,-0.285092,0.958257
121,-42.6148,208.377,-6.42328,-0.0235859,-0.000730462,-0.280505,0.959562
122,-38.9602,205.976,-6.31303,-0.0253779,-0.000688195,-0.274883,0.961143
123,-35.6119,203.76,-6.20077,-0.0221189,-0.0110659,-0.278044,0.96025
124,-32.0193,201.38,-6.0118,-0.0216773,-0.0020352,-0.289343,0.956978
125,-28.7303,198.89,-5.94816,-0.0156526,0.00493031,-0.360367,0.932666
126,-26.2128,195.669,-5.88522,-0.0241934,-0.00174351,-0.536761,0.843385
127,-25.5735,191.603,-5.72928,-0.0185084,-0.00914681,-0.747646,0.663777
128,-26.959,187.874,-5.57567,-0.00662873,-0.0096594,-0.862353,0.506172
129,-29.1768,184.601,-5.50496,0.00264625,0.00888395,0.885884,-0.463814
130,-31.6818,181.079,-5.45025,0.00319677,0.00743005,0.88121,-0.472655
131,-34.0267,177.621,-5.38623,0.00221709,0.0071181,0.874311,-0.48531
132,-36.3379,174.024,-5.32545,0.00588177,0.00343289,0.875397,-0.483357
133,-38.73,170.442,-5.24701,0.0131877,0.00520991,0.87812,-0.47823
134,-41.0807,166.964,-5.12911,0.0106259,0.00541065,0.876245,-0.481719
135,-43.2818,163.599,-5.01265,0.00965732,0.00750142,0.871377,-0.490462
136,-45.4583,160.108,-4.88061,0.00852653,0.00593178,0.869222,-0.494314
137,-47.7082,156.691,-4.75969,0.000412478,0.00194501,0.893942,-0.448179
138,-50.7304,153.763,-4.74295,-0.00237436,-0.00235769,0.959002,-0.283377
139,-54.5001,152.361,-4.77097,-0.00277695,-0.00231619,0.99717,-0.0750886
140,-58.4773,152.598,-4.79617,0.000326568,0.00265687,0.994624,0.103512
141,-62.5662,154.099,-4.82649,-0.0188498,0.0103097,0.977582,0.209459
142,-66.4119,156.141,-5.00372,-0.0138987,0.00321957,0.968228,0.249661
143,-69.8862,158.241,-5.11411,-0.00990772,0.00354452,0.964649,0.263326
144,-73.4581,160.491,-5.19816,-0.0112573,0.00523327,0.963543,0.267267
145,-77.1031,162.815,-5.28867,-0.0101089,0.00612987,0.962501,0.271019
146,-80.7732,165.195,-5.36771,-0.00845915,0.00588901,0.961351,0.275133
147,-84.5007,167.639,-5.44767,-0.0184878,0.00655557,0.960237,0.278497
148,-87.8098,169.853,-5.61467,-0.021781,0.00739326,0.959251,0.28162
149,-91.1423,172.111,-5.79491,-0.0195663,0.00480842,0.95856,0.284176
150,-94.8928,174.672,-5.96123,-0.0186253,0.00201021,0.957889,0.286527
151,-98.5008,177.167,-6.09417,-0.0178121,0.00199575,0.957309,0.288512
152,-101.932,179.569,-6.2104,-0.0180187,0.00302324,0.956558,0.290971
153,-105.531,182.119,-6.34481,-0.0122542,0.00529591,0.95634,0.291953
154,-108.789,184.426,-6.43385,-0.0132736,0.00718546,0.956936,0.289904
155,-112.165,186.684,-6.52205,-0.0212516,0.0122703,0.968123,0.249269
156,-116.222,188.427,-6.71499,-0.0181293,0.0155709,0.994501,0.101968
157,-120.6,188.544,-6.85062,-0.0168213,0.0149611,0.993632,-0.110402
158,-124.541,186.733,-6.94261,-0.00983569,0.0163826,0.936434,-0.350322
159,-127.033,183.511,-6.92517,-0.00209555,-0.023426,-0.830325,0.556782
160,-127.853,179.128,-6.76167,-0.00548202,-0.0248184,-0.684124,0.728924
161,-127.008,175.104,-6.56695,-0.00688153,-0.0236363,-0.544634,0.838313
162,-124.771,171.391,-6.35009,-0.00635987,-0.0233905,-0.414852,0.909566
163,-121.766,168.519,-6.17847,-0.011163,-0.00277784,-0.315805,0.948755
164,-118.185,166.135,-6.11623,-0.0151425,-0.00733496,-0.251937,0.967597
165,-114.246,163.942,-5.99755,-0.0230816,-0.00678178,-0.247152,0.968678
166,-110.793,161.893,-5.88371,-0.0217251,-0.00709744,-0.258809,0.965658
167,-107.327,159.752,-5.76834,-0.0213234,-0.00854716,-0.268025,0.963138
168,-103.714,157.397,-5.63142,-0.0185815,-0.0127409,-0.278518,0.960167
169,-100.255,155.046,-5.46832,-0.0165224,-0.0176833,-0.286985,0.957629
170,-96.7611,152.597,-5.26395,-0.0118018,-0.0116001,-0.291725,0.956359
171,-93.167,150.042,-5.15356,-0.00957146,-0.0018538,-0.295858,0.955182
172,-89.6797,147.524,-5.09981,-0.0143806,-0.00592305,-0.298897,0.954158
173,-86.1725,144.977,-4.99787,-0.0162519,-0.00437638,-0.29866,0.954211
174,-82.7221,142.483,-4.90117,-0.0145197,-0.00730233,-0.296321,0.95495
175,-79.4881,140.145,-4.78402,-0.0144492,-0.00872975,-0.289472,0.957038
176,-75.8163,137.776,-4.65091,-0.00995844,-0.0152225,-0.230786,0.972834
177,-71.819,136.138,-4.50004,-0.00496841,0.00195196,-0.120656,0.99268
178,-67.7632,135.544,-4.50068,-0.00600516,0.00479943,0.00430212,0.999961
179,-63.6063,136.041,-4.51047,-0.0131418,0.00778708,0.147563,0.988935
180,-59.7229,137.801,-4.56649,-0.0189817,0.0073171,0.298651,0.954146
181,-56.5637,140.614,-4.64562,-0.0113048,-0.00265723,0.433235,0.901206
182,-54.1136,143.863,-4.67494,-0.0138237,-0.00605383,0.466856,0.884204
183,-51.7475,147.309,-4.69842,-0.0151322,-0.00699127,0.48107,0.876524
184,-49.4941,150.704,-4.70394,-0.0129298,-0.004655,0.483811,0.875065
185,-47.0934,154.317,-4.72377,-0.0148541,0.00336954,0.481216,0.87647
186,-44.623,158.009,-4.82786,-0.019388,0.00834343,0.479437,0.877323
187,-42.3399,161.408,-4.93406,-0.0202461,0.00908414,0.480353,0.876794
188,-40.1136,164.737,-5.04706,-0.0223345,0.00759323,0.479906,0.877003
189,-37.8676,168.094,-5.15674,-0.0255749,0.0045716,0.481349,0.876144
190,-35.724,171.485,-5.26794,-0.016123,0.00214138,0.535356,0.84447
191,-34.5279,175.326,-5.35105,-0.00929155,0.00529963,0.69017,0.723568
192,-35.0063,179.335,-5.42774,0.000517637,0.00962993,0.830216,0.557359
193,-37.1615,182.836,-5.46819,0.015219,0.00723661,0.91816,0.395851
194,-40.3283,185.624,-5.37924,0.0223238,0.00515871,0.95247,0.303769
195,-43.7396,187.978,-5.21015,0.019681,0.0048,0.960758,0.276646
196,-47.3945,190.343,-5.07381,0.0137021,0.00413936,0.961801,0.273378
197,-50.7846,192.549,-4.9843,0.0162397,0.00215136,0.961355,0.274824
198,-54.1452,194.754,-4.87875,0.0143748,0.00460716,0.961647,0.273873
199,-57.6485,197.044,-4.78697,0.0135103,0.00487684,0.96125,0.275302
200,-61.154,199.347,-4.68395,0.0103381,0.00753599,0.960906,0.27658
201,-64.5889,201.618,-4.60883,0.0107623,0.00651237,0.961176,0.275647
202,-68.2094,203.988,-4.53429,0.00953387,0.00554162,0.961449,0.274765
203,-71.6554,206.244,-4.4624,0.0102086,0.00598494,0.961331,0.275139
204,-75.1387,208.523,-4.40105,0.0112956,0.0057632,0.961505,0.274498
205,-78.5391,210.743,-4.3247,0.00746768,0.00767605,0.961785,0.273595
206,-82.2269,213.113,-4.26077,0.00322107,0.00850498,0.963146,0.268826
207,-85.6794,215.299,-4.20478,0.00570008,0.00702447,0.963557,0.267351
208,-89.1531,217.542,-4.15259,0.000357206,0.00696318,0.957418,0.288621
209,-92.4117,220.076,-4.21837,-0.0283278,0.0110123,0.92924,0.368225
210,-94.8627,223.596,-4.46243,-0.0275201,0.00100348,0.825928,0.563104
211,-95.3065,227.963,-4.63973,-0.0326447,-0.00365761,0.641742,0.766216
212,-93.4962,231.656,-4.74775,-0.0361419,0.00244515,0.412025,0.910452
213,-89.8275,233.99,-4.82646,-0.0396767,-0.00552009,0.147534,0.988245
214,-85.7787,234.193,-4.76277,-0.0335589,-0.0121356,-0.0764883,0.996432
215,-82.0013,232.899,-4.59362,-0.0255772,-0.00487807,-0.216568,0.97592
216,-78.2535,230.719,-4.4919,-0.0251191,-0.00563514,-0.269209,0.962738
217,-74.8685,228.542,-4.4071,-0.0282063,-0.0067777,-0.273561,0.961417
218,-71.3055,226.245,-4.27138,-0.0294578,-0.000969735,-0.274117,0.961245
219,-67.6326,223.874,-4.14907,-0.032156,-0.00554162,-0.272726,0.961538
220,-64.0738,221.578,-3.9861,-0.0306914,-0.0102281,-0.270038,0.962306
221,-60.5583,219.339,-3.82478,-0.0263568,-0.01288,-0.26787,0.963008
222,-57.0772,217.146,-3.66621,-0.0226807,-0.00840028,-0.265508,0.963805
223,-53.5655,214.959,-3.51941,-0.0206958,-0.0020629,-0.264579,0.96414
224,-50.106,212.806,-3.42748,-0.0222888,-0.00351461,-0.26628,0.963632
225,-46.6579,210.623,-3.34285,-0.0243771,-0.00350349,-0.271083,0.962241
226,-42.87,208.137,-3.26563,-0.0244688,-0.00155887,-0.284231,0.958442
227,-39.435,205.698,-3.15579,-0.0252346,-0.00438513,-0.305273,0.95192
228,-36.2128,203.189,-3.00648,-0.0207568,-0.00574341,-0.315235,0.948769
229,-32.7187,200.558,-2.85801,-0.0193123,-0.00749664,-0.282348,0.959088
230,-29.0882,198.505,-2.78014,-0.0126665,0.00604836,-0.176242,0.984247
231,-25.011,197.659,-2.8051,-0.0169534,0.00208266,0.0144542,0.99975
232,-20.7359,198.603,-2.83417,-0.0192464,0.00314667,0.232126,0.97249
233,-17.3472,201.123,-2.91237,-0.0178546,0.00663126,0.428437,0.903371
234,-15.2981,204.749,-3.03806,-0.0194202,0.0123558,0.603037,0.797381
235,-14.8297,208.891,-3.21499,-0.0150651,0.013438,0.752025,0.658825
236,-16.1296,213.017,-3.37087,-0.00345255,0.0155357,0.871951,0.489333
237,-18.6598,216.094,-3.43163,-0.00603379,0.0159735,0.935584,0.35269
238,-21.8063,218.547,-3.54166,-0.0122341,0.0148416,0.956739,0.29031
239,-25.3204,220.872,-3.67088,-0.0125876,0.0117522,0.962321,0.271372
240,-28.9274,223.142,-3.7795,-0.0127412,0.0131349,0.964538,0.263306
241,-32.5874,225.401,-3.87656,-0.00833749,0.012332,0.965315,0.26066
242,-36.2341,227.624,-3.97548,-0.00823985,0.0124641,0.965251,0.260895
243,-39.9182,229.902,-4.08224,-0.0103502,0.0145565,0.964192,0.264602
244,-43.6455,232.23,-4.199,-0.018101,0.0143277,0.963266,0.267555
245,-47.3132,234.562,-4.34921,-0.0196364,0.0159723,0.962584,0.269799
246,-51.0713,236.949,-4.52492,-0.0198326,0.012991,0.96207,0.27177
247,-54.7869,239.348,-4.72734,-0.0154226,0.0105667,0.961921,0.272689
248,-58.4254,241.715,-4.87264,-0.0099347,0.00958443,0.960977,0.276284
249,-62.0138,244.096,-4.96775,-0.0161987,0.011748,0.959463,0.281124
250,-65.4171,246.419,-5.07336,-0.013316,0.0147478,0.958164,0.285529
251,-68.8867,248.834,-5.18908,-0.0136194,0.0206179,0.959224,0.281563
252,-72.3505,250.922,-5.35899,-0.0186968,0.0242718,0.978208,0.20535
253,-76.5163,252.063,-5.51475,-0.00887446,0.0257332,0.999515,0.0151314
254,-80.6663,251.47,-5.53656,-0.00376254,0.0265804,0.979823,-0.198061
255,-84.1857,249.167,-5.46808,-0.000295236,0.0235505,0.914094,-0.404818
256,-86.658,245.685,-5.3679,-0.00511783,-0.0227034,-0.863608,0.503629
257,-88.7142,242.169,-5.22783,-0.00579384,-0.0237384,-0.861298,0.507511
258,-90.9674,238.392,-5.07893,0.00644626,0.0248994,0.868351,-0.495283
259,-93.3619,234.688,-4.92695,0.00545887,0.0254108,0.876831,-0.480094
260,-95.7401,231.272,-4.7766,-0.00258744,0.0199807,0.884512,-0.466081
261,-98.3959,227.702,-4.70951,-0.00377943,0.0207098,0.890233,-0.455019
262,-101.109,224.17,-4.63988,-0.00444267,0.0254806,0.890723,-0.45381
263,-103.803,220.588,-4.55315,-0.00265781,0.0232346,0.888622,-0.458043
264,-106.363,217.118,-4.46845,-0.00256582,0.0204587,0.88617,-0.4629
265,-108.859,213.656,-4.39369,-0.00184372,0.0235809,0.88166,-0.471293
266,-111.304,210.111,-4.29882,-0.00240075,0.0254698,0.876625,-0.480494
267,-113.569,206.66,-4.19433,-0.000427953,0.0263679,0.872889,-0.487206
268,-115.847,203.14,-4.08343,0.00318791,0.0242956,0.874701,-0.484043
269,-118.187,199.646,-3.9774,-0.010726,0.0198795,0.876217,-0.481387
270,-120.549,196.14,-3.9595,-0.00832096,0.0222983,0.878082,-0.477917
271,-122.837,192.811,-3.91861,-0.00813711,0.0238182,0.879161,-0.47586
272,-125.129,189.482,-3.87069,-0.00727291,0.0222042,0.878416,-0.477325
273,-127.339,185.955,-3.81489,0.00392338,-0.0211581,-0.849705,0.526818
274,-128.779,182.087,-3.72385,0.000609162,-0.0205281,-0.761283,0.648094
275,-128.819,178.002,-3.5942,-0.00318332,-0.0177367,-0.629924,0.776448
276,-127.349,174.066,-3.43414,-0.00902847,-0.0251149,-0.474192,0.880017
277,-124.557,170.899,-3.19964,-0.0110728,-0.0210567,-0.331316,0.94322
278,-121.153,168.517,-3.04389,-0.0136643,-0.00932899,-0.266336,0.963738
279,-117.463,166.298,-2.92385,-0.0161968,-0.00450286,-0.258015,0.965995
280,-113.692,163.993,-2.80407,-0.017976,-0.00406039,-0.266444,0.963674
281,-110.052,161.682,-2.69946,-0.0213858,-0.00878045,-0.27096,0.962313
282,-106.38,159.322,-2.55451,-0.0222677,-0.0164087,-0.272148,0.961858
283,-102.738,156.949,-2.37562,-0.0170866,-0.0155955,-0.273987,0.961455
284,-99.2132,154.657,-2.18843,-0.0159957,-0.00950043,-0.275511,0.961118
285,-95.6604,152.315,-2.02985,-0.0126892,-0.00429154,-0.277209,0.960716
286,-92.1353,149.965,-1.93949,-0.0120119,-0.00618746,-0.278384,0.960375
287,-88.5627,147.588,-1.86832,-0.0137119,-0.00655356,-0.284147,0.95866
288,-84.8726,145.023,-1.77027,-0.0155213,-0.00213706,-0.294583,0.955497
289,-81.3778,142.473,-1.66099,-0.0146764,-0.00459976,-0.303611,0.952672
290,-78.0713,139.991,-1.53497,-0.0134228,-0.00933974,-0.303155,0.952801
291,-74.8188,137.68,-1.40315,-0.0106931,-0.0105057,-0.267158,0.963536
292,-70.9832,135.664,-1.33547,-0.0078151,-0.000149436,-0.174419,0.984641
293,-66.7746,134.589,-1.31432,-0.00984426,6.32788e-05,-0.0374055,0.999252
294,-62.7135,134.826,-1.28546,-0.0084708,-0.00114991,0.131578,0.991269
295,-58.797,136.532,-1.29167,-0.00935087,-0.000295291,0.309543,0.95084
296,-55.6727,139.476,-1.33982,-0.00719019,0.0053882,0.468235,0.883558
297,-54.0261,143.251,-1.40518,-0.00716103,0.00725666,0.664541,0.747182
298,-54.4611,147.411,-1.48797,-0.00977191,0.00779232,0.836288,0.548151
299,-56.8143,150.673,-1.56136,-0.0038642,0.00662258,0.939796,0.341648
300,-60.28,152.998,-1.59276,-0.00532406,0.00671394,0.971352,0.237492
301,-63.9007,154.851,-1.69536,-0.0162954,0.00479021,0.974267,0.224756
302,-67.8203,156.944,-1.85235,-0.015523,0.00447307,0.970363,0.241114
303,-71.3534,158.984,-1.96446,-0.0126176,0.00302626,0.966597,0.255975
304,-74.9353,161.207,-2.03448,-0.00854801,0.00469026,0.963268,0.268365
305,-78.474,163.474,-2.1196,-0.00700922,0.00348322,0.962254,0.272041
306,-82.0851,165.819,-2.20352,-0.00998456,0.00794758,0.961814,0.273408
307,-85.6985,168.158,-2.28379,-0.0222879,0.00999219,0.961429,0.273968
308,-89.329,170.511,-2.45116,-0.0239273,0.00699519,0.961399,0.274026
309,-92.9581,172.868,-2.64051,-0.0199748,0.0040606,0.96159,0.27373
310,-96.6837,175.285,-2.82762,-0.019266,0.00276496,0.961412,0.274424
311,-100.217,177.596,-2.96493,-0.0179615,0.0035574,0.961454,0.274355
312,-103.731,179.884,-3.07262,-0.0190248,0.00463245,0.961297,0.274818
313,-107.185,182.153,-3.18718,-0.0124947,0.00439692,0.960518,0.277903
314,-110.555,184.426,-3.28145,-0.0100077,0.0034167,0.955362,0.295247
315,-113.827,187.084,-3.40776,-0.0308527,0.00277633,0.924559,0.379777
316,-116.31,190.455,-3.62988,-0.0327877,0.0002825,0.85347,0.520112
317,-117.473,194.38,-3.80853,-0.0268695,-0.00407153,0.749088,0.661913
318,-117.131,198.337,-3.90829,-0.030814,-0.00445456,0.590278,0.806599
319,-114.798,201.841,-3.99464,-0.0322416,-0.00417694,0.347403,0.937152
320,-110.958,203.645,-4.00579,-0.0324341,-0.00790276,0.092316,0.99517
321,-106.855,203.456,-3.90696,-0.0313653,-0.016288,-0.122563,0.991831
322,-103.212,201.865,-3.70646,-0.0278562,-0.0263122,-0.252419,0.966859
323,-99.737,199.464,-3.39364,-0.0250475,-0.0428324,-0.309158,0.949716
324,-96.5796,197.047,-3.03283,-0.0235963,-0.0398087,-0.305808,0.950968
325,-93.2501,194.591,-2.63964,-0.0219998,-0.0336369,-0.299231,0.953334
326,-89.7003,192.065,-2.26258,-0.0245034,-0.0347878,-0.290037,0.956069
327,-86.1101,189.609,-1.90812,-0.0266243,-0.0388924,-0.281605,0.958372
328,-82.4409,187.173,-1.55689,-0.025226,-0.0418304,-0.274878,0.960238
329,-78.7102,184.751,-1.16263,-0.023732,-0.0349683,-0.274673,0.960609
330,-75.3627,182.568,-0.819096,-0.0232159,-0.0291432,-0.274229,0.960942
331,-71.6354,180.154,-0.467921,-0.0238784,-0.0313674,-0.271408,0.961657
332,-67.914,177.775,-0.135951,-0.0254975,-0.0353219,-0.267167,0.962665
333,-64.1292,175.45,0.191414,-0.0257533,-0.038945,-0.257575,0.96513
334,-60.5484,173.332,0.549753,-0.0225317,-0.0292305,-0.248253,0.967992
335,-56.8551,171.22,0.882111,-0.0258934,-0.0297457,-0.253989,0.966403
336,-53.307,169.015,1.23435,-0.0201606,-0.0116455,-0.292106,0.956103
